"age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","euribor3m","new_pdays","emp_var_rate","cons_price_idx","cons_conf_idx","nr_employed","subscribe"
36,"blue collar","married","basic 9y","no","yes","yes","cellular","may","wed",1,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
52,"self employed","divorced","basic 9y","no","yes","no","cellular","nov","thu",5,1,"failure",4.076,0,-0.1,93.2,-42,5195.8,"0"
34,"services","single","high school","no","yes","no","cellular","may","thu",3,1,"failure",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
37,"admin","married","high school","no","yes","no","telephone","may","mon",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
25,"admin","single","university degree","no","no","no","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
48,"technician","divorced","professional course","no","no","no","cellular","aug","tue",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
36,"self employed","single","professional course","no","yes","no","telephone","may","mon",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
27,"technician","single","professional course","no","no","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
34,"blue collar","married","basic 9y","no","yes","no","cellular","apr","mon",2,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
42,"services","married","high school","no","yes","yes","telephone","apr","fri",1,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
37,"blue collar","married","basic 9y","no","yes","no","cellular","jul","thu",1,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
41,"blue collar","married","basic 9y","no","no","no","telephone","jun","thu",2,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
51,"blue collar","married","basic 9y","no","yes","no","cellular","nov","tue",1,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
27,"admin","married","high school","no","no","no","cellular","jul","thu",3,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
35,"admin","single","university degree","no","yes","no","cellular","jul","fri",1,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
31,"services","divorced","high school","no","yes","yes","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
31,"blue collar","single","basic 9y","no","yes","no","telephone","sep","mon",1,0,"non existent",0.879,0,-1.1,94.199,-37.5,4963.6,"0"
31,"blue collar","married","basic 9y","no","no","no","telephone","jul","tue",6,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
64,"retired","married","professional course","no","yes","no","telephone","aug","fri",4,0,"non existent",0.905,0,-1.7,94.027,-38.3,4991.6,"1"
33,"management","married","university degree","no","yes","no","cellular","may","tue",6,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
41,"blue collar","married","basic 4y","no","yes","no","cellular","apr","fri",2,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
34,"admin","single","high school","no","no","no","telephone","jun","tue",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
41,"admin","married","basic 9y","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
36,"blue collar","married","basic 6y","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
59,"retired","married","professional course","no","yes","no","telephone","jun","wed",1.47211925196781,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
56,"management","married","basic 9y","no","yes","no","telephone","jun","tue",3,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"1"
59,"retired","married","professional course","no","no","no","telephone","may","thu",3,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
32,"admin","single","university degree","no","yes","no","cellular","nov","fri",1,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
40,"technician","married","basic 9y","no","yes","no","telephone","may","tue",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
38,"admin","married","university degree","no","yes","no","cellular","nov","tue",1,3,"success",0.715,3,-3.4,92.649,-30.1,5017.5,"1"
34,"admin","married","professional course","no","yes","no","telephone","may","tue",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
41,"admin","married","university degree","no","no","no","cellular","aug","mon",2,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
33,"admin","single","high school","no","no","no","cellular","jul","mon",1,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
31,"technician","single","high school","no","yes","yes","cellular","aug","wed",2,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
29,"blue collar","divorced","basic 9y","no","yes","no","cellular","may","wed",4,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
38,"admin","single","basic 9y","no","yes","no","telephone","jun","wed",5,0,"non existent",4.962,0,1.4,94.465,-41.8,5228.1,"0"
24,"admin","single","high school","no","yes","yes","cellular","mar","wed",1,0,"non existent",1.602,0,-1.8,92.843,-50,5099.1,"1"
34,"admin","single","basic 6y","no","no","no","cellular","may","thu",1.08385979560893,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
27,"admin","married","high school","no","yes","yes","cellular","may","thu",1,0,"non existent",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
32,"blue collar","married","high school","no","no","no","cellular","may","fri",1,1,"failure",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
49,"admin","married","high school","no","yes","no","cellular","jul","fri",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
36,"technician","divorced","basic 9y","no","no","no","telephone","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
46,"blue collar","single","basic 9y","no","yes","no","cellular","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
47,"services","divorced","high school","no","yes","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
37,"services","married","high school","no","yes","yes","telephone","may","thu",3,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
31,"services","married","high school","no","yes","no","cellular","may","thu",2,1,"failure",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
36,"technician","married","university degree","no","yes","yes","telephone","may","tue",4,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
30,"technician","single","university degree","no","yes","no","cellular","sep","fri",2,4,"failure",0.879,15,-1.1,94.199,-37.5,4963.6,"1"
32,"entrepreneur","married","high school","no","yes","no","cellular","nov","wed",1,1,"failure",4.12,0,-0.1,93.2,-42,5195.8,"0"
54,"management","married","university degree","no","yes","no","cellular","jun","wed",1,0,"non existent",1.26,0,-2.9,92.963,-40.8,5076.2,"0"
51,"blue collar","married","basic 9y","no","no","yes","telephone","may","fri",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"1"
28,"technician","divorced","university degree","no","yes","no","cellular","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
54,"management","married","university degree","no","no","no","cellular","may","mon",1,1,"failure",1.264,0,-1.8,92.893,-46.2,5099.1,"1"
31,"admin","married","high school","no","yes","no","telephone","may","tue",3.46380933341558,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
57,"admin","married","basic 6y","no","no","no","cellular","may","fri",1,1,"failure",1.259,0,-1.8,92.893,-46.2,5099.1,"0"
49,"unemployed","married","professional course","no","no","no","cellular","jun","fri",1,0,"non existent",1.268,0,-2.9,92.963,-40.8,5076.2,"0"
45,"blue collar","married","basic 6y","no","yes","no","telephone","may","wed",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
33,"management","married","university degree","no","yes","yes","cellular","apr","tue",2.80474689529347,0,"non existent",1.423,0,-1.8,93.075,-47.1,5099.1,"0"
53,"services","married","university degree","no","no","no","cellular","may","fri",1,1,"failure",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
26,"student","single","basic 9y","no","yes","no","cellular","mar","mon",2,0,"non existent",1.811,0,-1.8,92.843,-50,5099.1,"1"
31,"technician","married","university degree","no","no","no","cellular","aug","thu",2,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
32,"blue collar","married","basic 9y","no","yes","no","telephone","may","tue",3,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
29,"technician","married","high school","no","no","no","cellular","jul","thu",1,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
31,"technician","single","high school","no","no","no","cellular","aug","tue",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
29,"student","single","basic 9y","no","no","no","telephone","may","mon",4,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
49,"blue collar","married","basic 9y","no","no","yes","telephone","may","wed",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
26,"admin","single","university degree","no","yes","yes","cellular","may","tue",1.97737927575608,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
43,"blue collar","married","basic 9y","no","no","yes","telephone","may","wed",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
56,"retired","married","basic 9y","no","yes","yes","telephone","may","wed",4,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
29,"admin","single","university degree","no","yes","no","cellular","aug","thu",3,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
31,"technician","married","basic 9y","no","yes","no","cellular","nov","wed",5,1,"failure",4.12,0,-0.1,93.2,-42,5195.8,"0"
50,"blue collar","married","basic 9y","no","yes","no","cellular","jul","tue",3,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
37,"technician","married","professional course","no","yes","no","telephone","jul","tue",6,0,"non existent",4.955,0,1.4,93.918,-42.7,5228.1,"0"
42,"blue collar","married","basic 4y","no","yes","yes","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
30,"services","married","basic 9y","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
25,"blue collar","married","basic 6y","no","yes","no","cellular","jul","thu",3,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
35,"self employed","single","university degree","no","no","yes","cellular","nov","wed",1,1,"success",4.12,3,-0.1,93.2,-42,5195.8,"0"
37,"entrepreneur","married","high school","no","no","no","cellular","nov","thu",1,1,"failure",4.076,0,-0.1,93.2,-42,5195.8,"0"
30,"entrepreneur","married","high school","no","yes","no","cellular","nov","wed",3,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
33,"blue collar","married","basic 6y","no","yes","yes","telephone","may","fri",2,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"1"
36,"technician","married","university degree","no","no","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
46,"services","married","high school","no","no","no","telephone","may","tue",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
51,"unemployed","married","basic 6y","no","no","no","cellular","jun","thu",2,1,"failure",1.26,0,-2.9,92.963,-40.8,5076.2,"1"
33,"technician","single","professional course","no","yes","no","cellular","aug","tue",2,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"1"
26,"entrepreneur","married","university degree","no","no","no","telephone","may","fri",3,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
40,"blue collar","divorced","high school","no","no","no","telephone","may","thu",6,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
25,"blue collar","single","high school","no","no","no","cellular","may","fri",3,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"1"
38,"management","married","basic 9y","no","no","no","telephone","may","fri",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"1"
54,"admin","single","university degree","no","no","no","cellular","may","mon",1,0,"non existent",1.264,0,-1.8,92.893,-46.2,5099.1,"1"
50,"admin","married","basic 6y","no","yes","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
36,"management","married","university degree","no","yes","no","cellular","may","mon",6,0,"non existent",1.354,0,-1.8,92.893,-46.2,5099.1,"0"
43,"admin","single","university degree","no","yes","no","cellular","aug","fri",2,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
57,"management","divorced","university degree","no","no","no","cellular","apr","mon",2,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
38,"blue collar","married","basic 4y","no","no","no","cellular","may","wed",1,1,"failure",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
27,"admin","single","high school","no","yes","no","telephone","may","fri",2,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
35,"management","married","university degree","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
28,"technician","single","high school","no","yes","no","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
57,"admin","married","university degree","no","yes","no","cellular","aug","fri",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
40,"blue collar","married","basic 4y","no","no","no","cellular","nov","thu",5,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
43,"blue collar","married","basic 6y","no","no","yes","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
34,"technician","divorced","professional course","no","yes","no","cellular","apr","fri",1,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
67,"retired","married","professional course","no","no","no","cellular","oct","thu",2,0,"non existent",0.722,0,-3.4,92.431,-45.4037105803556,5017.5,"0"
48,"admin","divorced","high school","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
35,"admin","single","high school","no","yes","yes","cellular","may","tue",4,1,"failure",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
27,"admin","single","university degree","no","no","no","cellular","may","mon",1,1,"success",1.299,1,-1.8,92.893,-46.2,5099.1,"0"
25,"admin","single","high school","no","yes","no","cellular","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
42,"technician","married","professional course","no","yes","yes","cellular","may","thu",2,0,"non existent",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
47,"admin","divorced","university degree","no","yes","no","telephone","may","mon",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
49,"entrepreneur","married","university degree","no","yes","no","cellular","nov","fri",2,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
36,"admin","single","basic 9y","no","yes","no","cellular","may","tue",1,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"1"
35,"technician","married","professional course","no","no","no","telephone","jun","mon",3,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"0"
29,"blue collar","married","basic 4y","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
45,"technician","married","professional course","no","no","no","telephone","jun","fri",3,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
53,"blue collar","married","basic 6y","no","yes","no","telephone","may","fri",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
41,"admin","married","university degree","no","no","yes","cellular","aug","mon",3,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
50,"management","married","high school","no","no","no","telephone","jun","mon",2.37799729474013,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
31,"management","married","basic 9y","no","no","yes","telephone","may","wed",2,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
46,"services","married","high school","no","no","no","cellular","may","wed",3,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
36,"blue collar","married","high school","no","no","no","telephone","may","wed",4,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
43,"blue collar","single","professional course","no","no","no","telephone","jun","thu",1,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
48,"entrepreneur","married","basic 9y","no","yes","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
31,"services","married","high school","no","yes","yes","cellular","may","thu",2,1,"failure",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
21,"services","single","high school","no","yes","yes","cellular","apr","thu",2,0,"non existent",1.435,0,-1.8,93.075,-47.1,5099.1,"0"
56,"services","married","high school","no","no","no","cellular","may","fri",1,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
54,"management","married","basic 6y","no","no","no","telephone","jun","wed",3,0,"non existent",4.962,0,1.4,94.465,-41.8,5228.1,"0"
44,"services","married","high school","no","no","no","cellular","nov","tue",2,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
31,"unemployed","married","university degree","no","no","no","cellular","aug","tue",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
50,"admin","married","university degree","no","no","no","cellular","aug","tue",2,1,"failure",0.859,0,-2.9,92.201,-31.4,5076.2,"1"
48,"admin","married","university degree","no","yes","yes","cellular","aug","wed",1,3,"success",0.9,0,-1.7,94.027,-38.3,4991.6,"1"
